,Year,YearBuilt,Distance,Lattitude,Longtitude,Propertycount,Landsize,BuildingArea,Rooms,Bathroom,Car,Type_h,Type_t,Type_u,LogPrice
5049,2016,1970.0,8.0,-37.7547,144.9107,9264.0,0.0,52.0,1,1.0,1.0,0,0,1,12.677637555342862
5050,2016,1900.0,8.0,-37.7523,144.9052,9264.0,638.0,227.0,4,1.0,2.0,1,0,0,14.244040939003435
5051,2016,1920.0,11.0,-37.9187,145.0071,6938.0,603.0,177.0,4,2.0,1.0,1,0,0,14.240778293368619
5052,2017,1970.0,12.0,-37.70772,145.07275,10175.0,586.0,166.0,4,2.0,1.0,1,0,0,13.554145793829866
5053,2016,1970.0,13.0,-37.7469,144.8526,5629.0,568.0,148.0,3,2.0,2.0,1,0,0,13.444446876573442
5054,2017,1910.0,3.0,-37.84663,144.95681,3280.0,152.0,175.0,4,2.0,0.0,1,0,0,14.75160391713461
5055,2018,1975.0,16.0,-37.77459,145.14123,6202.0,722.0,262.0,3,2.0,2.0,1,0,0,14.218305437516559
5056,2017,1996.0,36.0,-37.51232,145.13282,2170.0,972.0,149.0,3,2.0,1.0,1,0,0,13.306350213517344
5057,2016,1995.0,10.0,-37.7256,144.9383,7485.0,646.0,287.0,4,2.0,2.0,1,0,0,14.115615150414612
5058,2016,1900.0,4.0,-37.8512,145.0053,7717.0,288.0,160.0,2,1.0,0.0,1,0,0,14.080179856106982
5059,2018,1960.0,13.0,-37.70428,144.96717,5070.0,584.0,122.0,3,1.0,4.0,1,0,0,13.498056327178823
5060,2018,2017.0,10.0,-37.73174,144.88086,3464.0,303.0,248.0,3,2.0,1.0,1,0,0,13.790192749979985
5061,2016,2002.0,4.0,-37.7934,144.9166,5263.0,94.0,130.0,2,2.0,1.0,1,0,0,13.503535792943449
5062,2017,2004.0,15.0,-37.73917,144.72874,7719.0,238.0,171.0,3,1.0,2.0,1,0,0,13.37855478276474
5063,2017,2009.0,3.0,-37.8211,144.9559,17496.0,1136.0,88.0,2,2.0,1.0,0,0,1,13.434250138552928
5064,2016,1890.0,5.0,-37.7719,144.9661,11918.0,280.0,130.0,3,2.0,1.0,1,0,0,14.006130917572923
5065,2017,1990.0,7.0,-37.8522,145.0864,10412.0,718.0,280.0,5,2.0,2.0,1,0,0,14.780591454007862
5066,2016,1930.0,8.0,-37.8809,144.9947,8989.0,0.0,47.0,2,1.0,0.0,0,0,1,13.173056491719846
5067,2016,1970.0,14.0,-37.7902,145.1344,9028.0,900.0,195.0,3,2.0,2.0,1,0,0,14.038654109278484
5068,2017,1900.0,7.0,-37.8591,145.0755,10412.0,706.0,275.0,4,2.0,2.0,1,0,0,14.7862894751225
5069,2017,1950.0,8.0,-37.7926,144.8639,5058.0,390.0,149.0,4,2.0,3.0,1,0,0,13.637579349471613
5070,2017,1985.0,18.0,-37.67339,145.06935,10529.0,652.0,210.0,5,2.0,1.0,1,0,0,13.592367006650065
5071,2018,1930.0,6.0,-37.8181,144.89351,6543.0,250.0,103.0,2,1.0,0.0,1,0,0,13.835313185260453
5072,2016,1930.0,12.0,-37.8226,145.1103,2079.0,931.0,199.0,4,2.0,2.0,1,0,0,14.603967918328545
5073,2016,1955.0,11.0,-37.7347,145.0783,3540.0,606.0,99.0,3,2.0,1.0,1,0,0,13.151922179645874
5074,2017,1950.0,10.0,-37.78871,144.81369,6763.0,694.0,113.6,3,1.0,0.0,1,0,0,13.45166712454693
5075,2016,1930.0,4.0,-37.8501,144.9995,7717.0,222.0,108.0,2,1.0,2.0,1,0,0,14.22097566607244
5076,2016,1940.0,9.0,-37.8928,145.0149,5051.0,505.0,117.0,2,1.0,1.0,1,0,0,14.108180171927094
5077,2016,1900.0,8.0,-37.7532,144.9178,9264.0,188.0,171.0,3,2.0,2.0,1,0,0,14.198730057125118
5078,2018,1910.0,8.0,-37.87252,145.051,8801.0,433.0,145.0,3,2.0,2.0,1,0,0,14.4884550312067
5079,2017,1992.0,16.0,-37.87631,144.7709,7630.0,482.0,131.0,3,1.0,2.0,1,0,0,13.304684934198283
5080,2017,1960.0,11.0,-37.8858,145.0632,7822.0,0.0,46.0,1,1.0,1.0,0,0,1,12.628067055589549
5081,2017,1950.0,9.0,-37.83511,144.84905,5132.0,693.0,134.0,3,1.0,3.0,1,0,0,13.883169206438088
5082,2017,2009.0,21.0,-37.5821,144.90751,15510.0,448.0,136.0,3,2.0,2.0,1,0,0,13.249876697703288
5083,2017,1900.0,5.0,-37.80468,145.03614,10331.0,0.0,62.0,1,1.0,1.0,0,0,1,13.151922179645874
5084,2017,2010.0,21.0,-37.576,144.912,15510.0,538.0,179.0,4,2.0,2.0,1,0,0,13.331002242515657
5085,2016,1950.0,11.0,-37.9268,144.991,10579.0,277.0,116.0,3,1.0,2.0,0,0,1,14.051372881686259
5086,2017,2008.0,20.0,-37.63534,145.09081,7969.0,444.0,187.0,4,2.0,2.0,1,0,0,13.397719800165472
5087,2018,2007.0,20.0,-37.62287,145.0906,7969.0,714.0,245.0,4,2.0,2.0,1,0,0,13.461688683007948
5088,2017,2014.0,10.0,-37.7956,144.7953,6763.0,515.0,240.0,4,2.0,2.0,1,0,0,13.7217491781498
5089,2016,2010.0,11.0,-37.8953,145.0567,7822.0,282.0,182.0,3,2.0,2.0,1,0,0,14.122995257712235
5090,2016,1980.0,11.0,-37.7177,144.9917,21650.0,149.0,70.0,2,1.0,1.0,0,0,1,12.84792653170257
5091,2017,2007.0,16.0,-37.77323,145.18029,4790.0,239.0,187.0,3,2.0,2.0,0,1,0,13.732128949025222
5092,2018,2012.0,10.0,-37.92824,145.02237,6938.0,713.0,361.0,4,4.0,2.0,1,0,0,15.009433026436708
5093,2016,1973.0,11.0,-37.9029,145.0118,6938.0,594.0,594.0,4,3.0,2.0,1,0,0,14.417090544998729
5094,2017,1960.0,7.0,-37.85145,145.09107,10412.0,0.0,77.0,2,1.0,1.0,0,0,1,13.199324418540456
5095,2017,2000.0,5.0,-37.78872,144.88891,7570.0,88.0,94.5,2,2.0,1.0,0,1,0,13.262125319779487
5096,2017,1970.0,23.0,-37.85041,145.26265,5030.0,725.0,148.0,4,2.0,0.0,1,0,0,13.728317346261896
5097,2016,1940.0,6.0,-37.7933,145.0343,10331.0,586.0,187.0,4,2.0,2.0,1,0,0,14.403297222866392
5098,2017,1985.0,18.0,-37.86821,144.69566,13830.0,680.0,205.0,4,2.0,2.0,1,0,0,13.38472764187182
5099,2016,1975.0,6.0,-37.805,145.0294,10331.0,0.0,80.0,2,1.0,1.0,0,0,1,13.287877815881902
5100,2017,2017.0,11.0,-37.70189,144.90894,8870.0,933.0,115.0,4,2.0,2.0,0,1,0,13.409244629284895
5101,2017,2000.0,14.0,-37.73915,144.80289,14042.0,160.0,129.0,3,1.0,1.0,0,1,0,13.038981768465277
5102,2017,1970.0,15.0,-37.95142,145.01977,4497.0,0.0,82.0,2,1.0,1.0,0,0,1,13.541073712262515
5103,2016,2012.0,14.0,-37.8742,145.105,3582.0,273.0,182.0,4,3.0,2.0,0,1,0,13.779883380321124
5104,2017,1880.0,4.0,-37.7925,144.98789,2954.0,165.0,170.0,4,2.0,0.0,1,0,0,14.28551418721001
5105,2017,1970.0,32.0,-37.6762,144.5767,3600.0,580.0,96.0,3,1.0,1.0,1,0,0,12.86099861326992
5106,2017,1975.0,5.0,-37.82452,145.02204,11308.0,0.0,139.0,3,2.0,2.0,1,0,0,14.210925330218936
5107,2017,1957.0,21.0,-37.82734,145.24487,3794.0,801.0,180.0,4,2.0,3.0,1,0,0,14.054921081742355
5108,2018,1950.0,11.0,-37.69805,144.92765,8870.0,669.0,130.0,3,1.0,6.0,1,0,0,13.42984807715229
5109,2016,1915.0,11.0,-37.8286,145.1094,5457.0,1025.0,277.0,5,2.0,2.0,1,0,0,14.557447902693651
5110,2017,1940.0,10.0,-37.79595,144.83206,3755.0,418.0,94.0,2,1.0,0.0,1,0,0,13.329377546788654
5111,2017,1987.0,11.0,-37.8958,145.0603,7822.0,1103.0,100.0,3,1.0,2.0,0,0,1,13.758940206475879
5112,2016,2002.0,13.0,-37.7932,144.8434,3755.0,803.0,309.0,4,2.0,2.0,1,0,0,13.845069360205818
5113,2017,1948.0,14.0,-37.93753,145.0102,5454.0,464.0,147.0,3,1.0,1.0,1,0,0,14.187074114396758
5114,2016,1980.0,11.0,-37.8986,145.0567,7822.0,0.0,60.0,2,1.0,1.0,0,0,1,12.983101310070822
5115,2018,1980.0,16.0,-37.6945,145.12666,8524.0,705.0,333.0,6,4.0,2.0,1,0,0,13.782987366258714
5116,2017,1880.0,7.0,-37.767,144.9108,6232.0,275.0,106.0,3,2.0,2.0,1,0,0,14.03062193758122
5117,2017,1994.0,6.0,-37.7753,145.0267,2211.0,268.0,126.0,3,1.0,1.0,1,0,0,13.972514306773938
5118,2016,1900.0,6.0,-37.8641,144.9866,13240.0,123.0,68.0,2,1.0,1.0,1,0,0,13.681979165339751
5119,2016,1910.0,4.0,-37.7836,144.985,6244.0,193.0,132.0,3,1.0,0.0,1,0,0,14.273568116191608
5120,2017,2010.0,9.0,-37.7614,144.8953,1543.0,578.0,35.0,4,2.0,2.0,1,0,0,13.955272500339433
5121,2016,1910.0,5.0,-37.7611,144.966,11918.0,152.0,87.0,2,1.0,0.0,1,0,0,13.554145793829866
5122,2016,1960.0,13.0,-37.7817,144.8448,3755.0,505.0,75.0,3,1.0,4.0,1,0,0,13.458835614025542
5123,2017,2003.0,11.0,-37.70489,144.91033,8870.0,197.0,96.0,3,1.0,2.0,1,0,0,13.146079904021645
5124,2016,1974.0,3.0,-37.8138,144.9548,17496.0,0.0,66.0,2,1.0,0.0,0,0,1,12.793859310432293
5125,2017,1960.0,15.0,-37.81028,145.17456,4973.0,586.0,119.0,3,1.0,2.0,1,0,0,13.869998743248344
5126,2016,1925.0,11.0,-37.8977,145.0493,7822.0,0.0,170.0,3,1.0,2.0,0,0,1,13.972514306773938
5127,2016,1940.0,10.0,-37.7182,144.9405,7485.0,608.0,168.0,3,2.0,2.0,1,0,0,13.710150042306449
5128,2016,2010.0,11.0,-37.8714,145.073,3052.0,1075.0,390.0,5,4.0,2.0,1,0,0,14.827838478035371
5129,2016,1940.0,8.0,-37.8794,144.9938,8989.0,0.0,85.0,2,1.0,2.0,0,0,1,13.579788224443204
5130,2016,1935.0,6.0,-37.8046,145.0603,10331.0,992.0,374.0,4,3.0,4.0,1,0,0,15.082458161451598
5131,2017,2002.0,6.0,-37.8571,144.987,13240.0,2335.0,58.0,1,1.0,1.0,0,0,1,13.122363377404328
5132,2016,1950.0,13.0,-37.6986,144.9243,8870.0,640.0,97.0,3,1.0,4.0,1,0,0,13.510343171171474
5133,2016,1970.0,5.0,-37.8371,145.0066,7217.0,0.0,109.0,2,2.0,2.0,0,0,1,13.737549016494562
5134,2016,2000.0,11.0,-37.9196,145.0205,6938.0,337.0,222.0,3,2.0,2.0,0,1,0,14.077874822431765
5135,2017,1960.0,11.0,-37.71016,144.9215,8870.0,584.0,153.0,3,1.0,1.0,1,0,0,13.734300502538732
5136,2016,1910.0,7.0,-37.8117,144.8873,6543.0,411.0,96.0,4,1.0,3.0,1,0,0,13.962204937115077
5137,2016,2008.0,11.0,-37.7036,145.0145,21650.0,229.0,130.0,3,2.0,1.0,0,1,0,13.180632285528304
5138,2017,1970.0,6.0,-37.8716,144.9828,13240.0,0.0,49.0,1,1.0,1.0,0,0,1,14.006130917572923
5139,2018,1960.0,7.0,-37.79522,145.05749,2671.0,697.0,171.0,4,2.0,3.0,1,0,0,14.521080258522776
5140,2017,1940.0,5.0,-37.82987,145.03421,11308.0,1079.0,90.0,3,1.0,1.0,0,0,1,13.815510557964274
5141,2016,1940.0,8.0,-37.8021,144.8629,5058.0,267.0,95.0,2,1.0,1.0,1,0,0,13.554145793829866
5142,2016,2008.0,13.0,-37.9326,145.0441,6795.0,354.0,255.0,4,2.0,3.0,0,1,0,14.036251224662173
5143,2018,1955.0,10.0,-37.79146,144.82045,6763.0,603.0,116.0,3,1.0,1.0,1,0,0,13.541073712262515
5144,2016,2010.0,13.0,-37.7082,144.9178,8870.0,164.0,114.0,2,1.0,1.0,1,0,0,13.199324418540456
5145,2016,1997.0,8.0,-37.8578,144.8799,6380.0,348.0,200.0,3,2.0,2.0,1,0,0,13.997832114758229
5146,2016,1925.0,8.0,-37.8459,145.0644,8920.0,821.0,105.0,3,1.0,2.0,1,0,0,14.508657738524219
5147,2017,1980.0,13.0,-37.685,144.8934,3285.0,578.0,208.0,4,3.0,2.0,1,0,0,13.541073712262515
5148,2018,1980.0,12.0,-37.69886,145.07974,10175.0,596.0,164.0,4,2.0,2.0,1,0,0,13.62918097977278
5149,2017,2009.0,18.0,-37.71613,145.13939,6990.0,197.0,108.0,3,1.0,2.0,1,0,0,13.39239051461739
5150,2018,2010.0,21.0,-37.58588,144.91857,15510.0,207.0,153.0,3,2.0,2.0,1,0,0,12.86099861326992
5151,2016,1920.0,9.0,-37.8501,145.059,10412.0,745.0,157.0,3,2.0,2.0,1,0,0,14.564565370462516
5152,2017,1999.0,7.0,-37.75948,144.99615,8870.0,199.0,140.0,3,2.0,2.0,1,0,0,13.700099706452946
5153,2017,1972.0,14.0,-37.7323,144.77861,2878.0,545.0,171.0,5,2.0,3.0,1,0,0,13.16158409055761
5154,2017,1980.0,22.0,-37.88953,145.22056,2206.0,724.0,116.0,3,1.0,2.0,1,0,0,13.698976741708323
5155,2017,1940.0,9.0,-37.7366,145.0063,14577.0,399.0,121.0,3,1.0,2.0,1,0,0,13.854731271117556
5156,2017,2007.0,14.0,-37.9365,145.0008,5454.0,516.0,92.0,2,2.0,1.0,0,1,0,13.637579349471613
5157,2016,1960.0,13.0,-37.7836,144.8408,3755.0,631.0,107.0,3,1.0,1.0,1,0,0,13.36138027787483
5158,2017,1999.0,18.0,-37.72047,145.14964,6990.0,1463.0,265.0,3,2.0,2.0,1,0,0,14.26019637922572
5159,2017,1967.0,6.0,-37.85549,145.0163,4836.0,1097.0,63.0,2,1.0,0.0,0,0,1,12.92391243868049
5160,2016,1925.0,6.0,-37.7717,145.031,2211.0,599.0,203.0,4,2.0,1.0,1,0,0,14.356380303078641
5161,2017,1970.0,10.0,-37.89801,145.07104,4442.0,402.0,106.0,2,1.0,2.0,0,0,1,13.721199878493033
5162,2017,1960.0,13.0,-37.70037,144.97007,5070.0,603.0,94.3,3,1.0,2.0,1,0,0,13.475833190394113
5163,2016,1900.0,8.0,-37.8265,145.0484,6482.0,229.0,70.0,2,1.0,0.0,1,0,0,14.104441849816487
5164,2017,1970.0,27.0,-38.04333,145.13326,2076.0,644.0,108.0,3,1.0,1.0,1,0,0,13.52181041318693
5165,2017,1970.0,4.0,-37.8538,145.0088,7717.0,0.0,59.0,2,1.0,1.0,0,0,1,13.353475098367715
5166,2017,1900.0,5.0,-37.7689,144.967,11918.0,211.0,98.0,2,1.0,0.0,1,0,0,14.108180171927094
5167,2018,1998.0,32.0,-37.56438,144.70907,14092.0,702.0,139.0,3,2.0,2.0,1,0,0,13.228523573232719
5168,2016,1954.0,12.0,-37.8959,145.0736,4442.0,834.0,168.0,3,2.0,2.0,1,0,0,14.130321297804308
5169,2016,1900.0,2.0,-37.8035,144.985,4553.0,0.0,92.0,2,1.0,1.0,0,0,1,13.434250138552928
5170,2016,1920.0,2.0,-37.8039,144.9424,6821.0,61.0,170.0,3,2.0,1.0,0,1,0,13.815510557964274
5171,2018,2005.0,8.0,-37.7302,144.92928,7485.0,158.0,120.0,4,2.0,1.0,0,1,0,13.604789526648622
5172,2017,1969.0,11.0,-37.8324,145.1018,5457.0,1064.0,236.0,4,3.0,4.0,1,0,0,14.585618779660347
5173,2017,1965.0,12.0,-37.70765,145.05556,10175.0,525.0,0.0,4,2.0,1.0,1,0,0,13.610943392223
5174,2017,1890.0,3.0,-37.84388,144.95303,3280.0,137.0,125.0,3,2.0,0.0,1,0,0,14.557447902693651
5175,2018,1956.0,10.0,-37.79017,144.83713,3755.0,441.0,125.0,3,1.0,1.0,1,0,0,13.66002565512388
5176,2017,1920.0,7.0,-37.8179,144.8908,6543.0,128.0,80.0,2,1.0,0.0,1,0,0,13.550242080349394
5177,2016,1980.0,10.0,-37.7634,144.8611,4502.0,0.0,103.0,3,1.0,1.0,1,0,0,13.527828485512494
5178,2016,1941.0,9.0,-37.8552,145.082,10412.0,1258.0,254.0,4,3.0,4.0,1,0,0,14.648419680899378
5179,2016,2010.0,2.0,-37.8127,144.9847,3040.0,0.0,150.0,2,2.0,2.0,0,0,1,14.475617884446018
5180,2016,1950.0,6.0,-37.7696,145.0188,2970.0,382.0,140.0,3,1.0,2.0,1,0,0,13.869051324892304
5181,2016,1890.0,3.0,-37.8201,144.9898,14949.0,254.0,124.0,4,1.0,0.0,1,0,0,13.764217263576723
5182,2017,1980.0,38.0,-38.16457,145.12421,7566.0,2405.0,242.0,3,2.0,2.0,1,0,0,13.959610901938031
5183,2017,1970.0,4.0,-37.78791,145.00588,2954.0,0.0,64.0,2,1.0,1.0,0,0,1,13.289571296388235
5184,2016,1905.0,8.0,-37.8307,145.0498,6482.0,697.0,172.0,4,2.0,1.0,1,0,0,14.71159858252091
5185,2016,1900.0,7.0,-37.8674,145.0355,4675.0,254.0,100.0,2,1.0,0.0,1,0,0,14.097677449727945
5186,2016,1900.0,5.0,-37.7597,144.9545,11918.0,210.0,130.0,3,1.0,1.0,1,0,0,13.623138665316818
5187,2017,1960.0,15.0,-37.77224,144.77381,6388.0,562.0,118.0,3,1.0,1.0,1,0,0,13.356644673128994
5188,2016,1930.0,9.0,-37.7956,145.0829,7809.0,722.0,90.0,3,1.0,1.0,1,0,0,14.413247553719561
5189,2016,2000.0,1.0,-37.8273,144.9556,8400.0,0.0,110.0,2,2.0,1.0,0,0,1,13.38472764187182
5190,2016,1970.0,4.0,-37.783,144.932,3593.0,0.0,52.0,2,1.0,1.0,0,0,1,12.94919975839514
5191,2017,1970.0,18.0,-37.97404,145.07541,9758.0,1006.0,213.0,5,2.0,2.0,1,0,0,14.077874822431765
5192,2016,1970.0,5.0,-37.8192,145.0385,11308.0,0.0,52.0,2,1.0,1.0,0,0,1,12.994530005894443
5193,2017,1950.0,11.0,-37.7368,144.8856,2291.0,716.0,139.0,3,1.0,1.0,1,0,0,13.806469813312125
5194,2016,1930.0,4.0,-37.8511,145.0029,7717.0,0.0,73.0,2,1.0,1.0,0,0,1,13.568330428821824
5195,2016,1970.0,13.0,-37.9178,145.0413,6795.0,274.0,96.0,2,1.0,2.0,1,0,0,13.721199878493033
5196,2016,1950.0,9.0,-37.7369,145.0201,14577.0,561.0,150.0,4,2.0,1.0,1,0,0,13.67739725583464
5197,2017,2010.0,14.0,-37.7088,144.8938,1071.0,737.0,265.0,4,2.0,3.0,1,0,0,13.785051350479566
5198,2017,1990.0,4.0,-37.78667,144.88834,4918.0,198.0,130.0,3,2.0,2.0,0,1,0,13.610943392223
5199,2018,1950.0,14.0,-37.94262,145.04717,2555.0,584.0,175.0,4,2.0,1.0,1,0,0,13.864300722133706
5200,2016,1995.0,10.0,-37.7608,144.863,4502.0,0.0,85.0,2,1.0,1.0,0,0,1,12.926348493478372
5201,2017,1950.0,6.0,-37.79613,144.86742,5058.0,336.0,95.0,3,1.0,3.0,1,0,0,13.641157170819497
5202,2016,2006.0,10.0,-37.7152,144.9346,7485.0,146.0,106.0,3,2.0,1.0,0,1,0,12.971540487669746
5203,2017,2000.0,16.0,-37.91121,145.09598,3692.0,0.0,147.0,4,2.0,2.0,0,0,1,13.559327152571864
5204,2017,1959.0,8.0,-37.8749,144.9799,8989.0,0.0,39.5,1,1.0,0.0,0,0,1,12.793859310432293
5205,2018,2010.0,21.0,-37.57027,144.91699,15510.0,448.0,142.0,4,2.0,2.0,1,0,0,13.16158409055761
5206,2018,2004.0,2.0,-37.79025,144.94093,6821.0,214.0,137.0,3,2.0,2.0,1,0,0,14.054527458434775
5207,2017,1900.0,7.0,-37.8108,144.888,6543.0,297.0,175.0,4,2.0,0.0,1,0,0,14.108180171927094
5208,2017,1915.0,3.0,-37.85231,144.96373,2019.0,472.0,328.0,6,4.0,2.0,1,0,0,15.538277155705378
5209,2016,1957.0,12.0,-37.9027,145.0684,4442.0,595.0,130.0,3,1.0,2.0,1,0,0,13.87377946608825
5210,2018,1950.0,11.0,-37.6988,144.93355,8870.0,308.0,93.0,3,1.0,1.0,1,0,0,13.217673557208654
5211,2017,1945.0,10.0,-37.83583,145.10664,5457.0,735.0,286.0,5,3.0,2.0,1,0,0,14.508657738524219
5212,2016,1920.0,9.0,-37.7507,144.9921,14577.0,463.0,123.0,3,2.0,2.0,1,0,0,13.966083416443649
5213,2016,1950.0,9.0,-37.7392,145.0163,14577.0,679.0,143.0,3,1.0,2.0,1,0,0,13.742939865129438
5214,2016,1920.0,6.0,-37.7778,144.9131,6567.0,298.0,147.0,4,2.0,1.0,1,0,0,13.764217263576723
5215,2016,1950.0,13.0,-37.8275,145.1298,4605.0,550.0,110.0,3,1.0,2.0,1,0,0,13.997832114758229
5216,2016,2010.0,15.0,-37.9244,145.0883,3692.0,214.0,189.0,4,2.0,2.0,1,0,0,13.386264921190707
5217,2017,1890.0,2.0,-37.79524,144.94642,6821.0,100.0,67.0,2,1.0,0.0,1,0,0,13.892471599100402
5218,2017,1960.0,15.0,-37.83645,145.1603,4385.0,851.0,216.0,4,2.0,2.0,1,0,0,13.989463865087712
5219,2017,2010.0,21.0,-37.5951,144.9091,15510.0,400.0,171.0,4,2.0,2.0,1,0,0,13.214030565930152
5220,2017,1980.0,18.0,-37.66916,145.06912,10529.0,602.0,129.0,3,2.0,2.0,1,0,0,13.493926933836812
5221,2018,2004.0,12.0,-37.76562,145.11944,5420.0,463.0,235.0,4,3.0,2.0,1,0,0,14.038654109278484
5222,2017,2001.0,20.0,-37.65039,144.89948,4864.0,602.0,264.0,5,4.0,5.0,1,0,0,13.62918097977278
5223,2016,1930.0,6.0,-37.7602,145.0084,8870.0,417.0,153.0,3,2.0,3.0,1,0,0,14.130321297804308
5224,2017,1950.0,31.0,-38.07912,145.12965,1989.0,379.0,170.0,3,2.0,1.0,1,0,0,13.345506928718539
5225,2017,2014.0,21.0,-37.59715,144.89656,15510.0,618.0,225.5,3,2.0,3.0,1,0,0,13.399995114002609
5226,2016,1955.0,13.0,-37.7813,144.8394,3755.0,459.0,120.0,3,1.0,1.0,1,0,0,13.345506928718539
5227,2017,1890.0,4.0,-37.7766,144.9143,6567.0,446.0,185.0,3,2.0,1.0,1,0,0,14.375126345899696
5228,2017,2000.0,2.0,-37.82622,144.99879,14949.0,81.0,81.0,3,3.0,3.0,1,0,0,14.169682371684887
5229,2017,1925.0,8.0,-37.75923,144.90527,1543.0,923.0,228.0,4,2.0,4.0,1,0,0,14.77102200299171
5230,2016,1960.0,11.0,-37.8835,145.0886,8801.0,604.0,119.0,2,1.0,2.0,1,0,0,13.955272500339433
5231,2017,1940.0,2.0,-37.8052,144.9963,4019.0,249.0,98.0,2,1.0,1.0,1,0,0,14.032233541475561
5232,2016,1890.0,2.0,-37.7996,144.9737,6786.0,128.0,92.0,2,1.0,0.0,1,0,0,13.926157078051338
5233,2017,1900.0,8.0,-37.7483,144.9634,11204.0,172.0,135.0,4,2.0,1.0,1,0,0,13.820498099475314
5234,2016,1969.0,6.0,-37.8573,145.0186,4836.0,0.0,74.0,2,1.0,1.0,0,0,1,13.46453363514018
5235,2016,1880.0,4.0,-37.7927,144.9796,6244.0,104.0,70.0,2,1.0,0.0,1,0,0,13.664687668229691
5236,2017,1970.0,6.0,-37.7526,145.0023,8870.0,0.0,52.0,2,1.0,1.0,0,0,1,13.017002861746503
5237,2016,1970.0,11.0,-37.8332,145.1105,5457.0,401.0,129.0,3,2.0,2.0,0,1,0,13.919870573288517
5238,2017,1910.0,7.0,-37.73999,144.95141,11204.0,379.0,107.0,3,1.0,1.0,1,0,0,13.687677186454389
5239,2017,1980.0,16.0,-37.72483,144.8143,3656.0,757.0,152.0,4,2.0,2.0,1,0,0,13.287877815881902
5240,2017,1965.0,12.0,-37.7668,145.1086,5420.0,715.0,125.0,3,1.0,2.0,1,0,0,14.22097566607244
5241,2016,1960.0,12.0,-37.7141,144.9677,5070.0,614.0,94.0,3,1.0,1.0,1,0,0,13.199324418540456
5242,2017,1970.0,23.0,-37.83777,145.26345,5030.0,418.0,76.0,2,1.0,1.0,0,0,1,13.16158409055761
5243,2017,1970.0,23.0,-37.79636,145.29351,11925.0,907.0,170.0,4,3.0,2.0,1,0,0,13.664687668229691
5244,2017,1890.0,2.0,-37.80475,144.98228,5825.0,203.0,163.0,3,2.0,1.0,1,0,0,14.648419680899378
5245,2017,1890.0,3.0,-37.78363,144.92997,3593.0,150.0,96.0,2,1.0,1.0,1,0,0,14.018451401960965
5246,2017,1995.0,20.0,-37.6353,145.06673,7969.0,450.0,140.0,3,2.0,2.0,1,0,0,13.38472764187182
5247,2016,1970.0,10.0,-37.7231,144.9252,7485.0,686.0,151.0,3,1.0,3.0,1,0,0,13.790192749979985
5248,2017,1989.0,16.0,-37.88413,144.79033,7630.0,749.0,180.9,4,2.0,2.0,1,0,0,13.604789526648622
5249,2017,1970.0,9.0,-37.7678,144.8899,4918.0,0.0,68.0,2,1.0,1.0,0,0,1,12.948009990259552
5250,2017,1960.0,15.0,-37.83647,145.16176,4385.0,608.0,155.0,3,2.0,1.0,1,0,0,13.997832114758229
5251,2016,1930.0,6.0,-37.7844,145.0225,2211.0,556.0,272.0,4,2.0,2.0,1,0,0,14.457364444136669
5252,2016,1960.0,10.0,-37.7432,145.0479,2947.0,596.0,99.0,3,1.0,1.0,1,0,0,13.35506114152335
5253,2017,1985.0,17.0,-37.65384,144.92272,4704.0,798.0,128.0,3,1.0,2.0,1,0,0,13.16158409055761
5254,2017,1980.0,23.0,-37.76653,145.29163,2985.0,1007.0,250.0,3,2.0,1.0,1,0,0,13.661193197579918
5255,2016,2011.0,8.0,-37.8609,145.0126,6923.0,0.0,67.0,2,1.0,1.0,0,0,1,13.217673557208654
5256,2016,1975.0,12.0,-37.7697,145.0871,4480.0,796.0,304.0,5,3.0,2.0,1,0,0,14.214286677921642
5257,2016,1930.0,10.0,-37.8904,145.0387,2403.0,295.0,176.0,3,2.0,1.0,1,0,0,14.100689500197937
5258,2016,1970.0,6.0,-37.8618,145.0183,4836.0,0.0,76.0,2,1.0,1.0,0,0,1,13.16158409055761
5259,2017,1950.0,15.0,-37.83161,145.17555,4385.0,704.0,140.0,6,1.0,1.0,1,0,0,13.878485357125662
5260,2017,1960.0,29.0,-37.99095,145.2316,3533.0,700.0,113.0,3,1.0,1.0,1,0,0,13.208541073645382
5261,2017,1960.0,21.0,-37.81109,145.25738,4407.0,842.0,135.0,4,2.0,1.0,1,0,0,13.976778705560397
5262,2018,1900.0,6.0,-37.87245,144.9976,2952.0,467.0,163.0,4,2.0,2.0,1,0,0,14.253765488895429
5263,2016,1910.0,11.0,-37.8954,145.0017,10579.0,550.0,197.0,4,2.0,1.0,1,0,0,14.578650110344254
5264,2016,1971.0,7.0,-37.854,145.041,4675.0,0.0,74.0,2,1.0,1.0,0,0,1,13.277656261810364
5265,2018,2004.0,5.0,-37.81152,145.04885,10331.0,774.0,115.0,4,3.0,3.0,1,0,0,15.176487111099874
5266,2017,2000.0,20.0,-37.62292,145.09507,7969.0,582.0,175.0,5,3.0,2.0,1,0,0,13.29967239237474
5267,2017,2006.0,14.0,-37.7962,144.8064,6763.0,332.0,159.0,4,2.0,2.0,1,0,0,13.151922179645874
5268,2018,1999.0,25.0,-37.95458,145.2127,8322.0,417.0,129.0,3,2.0,2.0,1,0,0,13.287877815881902
5269,2017,1950.0,6.0,-37.79644,144.86388,5058.0,417.0,109.0,3,1.0,2.0,1,0,0,13.676248490630767
